0.0022737063807381167,-0.09795007439246158,0.5992303913541837,-0.08724419141406373,-0.6029987148364983,0.14581303769157944,-1.1666998473687704,0.0338095238095238,0.8750936641412034,0.016812460783228147,0.005674152111634775,-0.019536019536019533,0.4808572497769079,-0.1595410307872912,0.4791692194583997,0.6728913787737318,-0.47126350201117806,0.2978201919065499,-0.27425033385941483,-0.017647182550533203,0.5270844397238449,1.093041391721656,0.2928823090407346,-0.5758073344280241,-0.0007098351605016197,0.16079414554817725,4400000293
2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,UPC
-0.021741960682202834,0.012415564646560745,0.03261442552313722,-0.015701167668064845,0.07174371223830266,-0.03815921507414427,0.008648541179979125,-0.01120217714629284,-0.0028456030842665663,-0.027453957237614995,0.0002576729271644538,0.02981029810298103,0.0229014598540146,-0.008966830661799713,0.04298561151079137,0.02211935857166474,-0.001347730015201141,-0.011582017844886758,0.02657522503214745,0.08089794413201809,0.012976480129764802,0.013681873782449144,-0.033091687638508054,-0.05039787798408489,-0.06380847637377746,-0.018850987432675038,4171623221
-0.013394829871851534,0.058509454949944396,-0.03588709677419355,0.03159065628476085,-0.06451612903225806,0.016935483870967737,0.021579532814238037,0.11370967741935488,0.042491657397107904,0.023995326127780322,0.04274193548387097,0.04241926655719758,0.01610886256370262,-0.04493882091212459,-0.028001765744555627,0.02501239874359398,-0.04798387096774194,0.0625,-0.00022246941045605913,-0.004838709677419351,0.009998435299640113,0.02679130325919124,-0.0346774193548387,-0.08894362342638204,-0.059274193548387116,0.040692817811418536,5000035022
-0.0242055502057253,-0.0016250253910217425,0.011330214839920442,0.0002777323966672104,0.06945812807881774,-0.05304485840781889,-0.026024220561710908,-0.03651050080775444,-0.0028803854479435877,-0.10383327130628955,0.015229631639644525,0.08155376718839112,0.17320886289506243,-0.121482683982684,0.018026565464895637,0.0,0.011077235772357715,0.06515208411565901,-0.09588431590656285,0.019712825504989047,-0.10228452751817238,-0.07227809539707052,-0.008845374746792704,-0.150898354064581,-0.01798186951998811,-0.22892102335928816,23977300000
-0.13032173677242348,-0.03678388561491645,-0.12255079825834543,N/A,N/A,N/A,-0.39473684210526316,0.07398757644339578,-0.019086383762822824,0.08892481810832659,-0.0578731407078133,0.37427844329960896,0.13146801881605474,-0.2595842075147817,N/A,N/A,N/A,N/A,0.12921348314606743,-0.025542784163473817,0.08086664632285627,0.11259706643658321,0.25774278215223095,0.3301723391357062,-0.3596774193548387,-0.07604750907291324,2467651987
0.03830184762300186,-0.008975609756097564,-0.015087093677136199,0.028043632716178372,0.0023623375892907364,-0.02993726673548797,0.004684691575203644,0.0023144219345481477,0.003333333333333332,0.02007036161254975,-0.004072673419194458,0.0020846527337977667,-0.09724957555178271,-0.04351830932063469,-0.04159023845601722,-0.019380740569580036,0.037476635514018704,0.005567558584011968,0.00850811238622873,-0.014233066463337146,-0.012742768171761041,-0.001739254741256074,-0.003561253561253559,-0.0021910757138385527,-0.020486688851913473,0.011183261183261179,60469500003
-0.006028471818710055,0.009216909216909222,0.000471304789181742,0.012487992315081652,0.01693548387096775,-0.014262404941580955,-0.02660098522167489,-0.01319098011268136,-0.032511427283847295,-0.017875603032391454,-0.009831300115950549,0.0038314176245210726,-0.008055235903337175,0.016254539166522565,0.011212624584717607,0.015417256011315416,-0.002024746906636668,0.02319428521033601,0.0024933887419720437,-0.013760039848079199,-0.0036929761042722624,0.02174637560406599,-0.016778523489932883,-0.023362112747587607,-0.00424143556280587,0.011723116113436094,60458000122
-0.03641669453141624,-0.014814814814814815,0.04224201538948034,0.035513643659711075,0.013526119402985072,-0.04721991401423461,-0.009508983832851942,-0.02790139153775518,-0.029018747506980455,0.05828220858895705,-0.006466374850775964,-0.019977103606182024,-0.010562984605011802,-0.016891639012949426,0.026153346328784927,0.009178114637612506,-0.016269841269841274,-0.04013058364519469,0.01876924864896275,-0.01576086956521739,-0.00589512876202296,0.009453781512605036,-0.014122963939365404,0.02813668820129208,0.0009936270814774235,0.02227014562070291,2210000171
-0.02982072584171403,0.019175820687027743,-0.07963284544777971,0.013335555925987664,-0.024092757114892338,0.008565310492505354,-0.10016242555495397,0.03746978243352135,-0.029603919967333615,0.11490565241251216,-0.005729877216916784,0.014576231338897381,0.03419253024723829,-0.006579830804350744,-0.045807942845135535,-0.016672196416721966,0.012969047207331835,-0.006076975016880486,0.04685042062786403,0.0036809815950920232,-0.07577937649880094,0.08434811752876774,-0.06406852248394004,-0.009009009009009007,0.021517553793884484,0.03919597989949749,7675018657
-0.057363013698630144,-0.33325917686318135,0.47701612903225804,0.4404894327030032,-0.21008064516129027,-0.17338709677419353,-0.2771968854282536,0.12797674990240165,0.13450742405428565,-0.09072319826399032,-0.28588709677419355,0.348471940057234,0.0007316729984522284,0.03873315781322595,0.03629032258064518,0.020912124582869868,-0.24153225806451614,0.05887096774193546,-0.435817575083426,0.02104371445091369,0.10985221674876847,0.13903766538316784,-0.20146828225231644,0.24695459579180512,-0.0975806451612903,0.40279052689553896,7800008216
0.0022737063807381167,-0.09795007439246158,0.5992303913541837,-0.08724419141406373,-0.6029987148364983,0.14581303769157944,-1.1666998473687704,0.0338095238095238,0.8750936641412034,0.016812460783228147,0.005674152111634775,-0.019536019536019533,0.4808572497769079,-0.1595410307872912,0.4791692194583997,0.6728913787737318,-0.47126350201117806,0.2978201919065499,-0.27425033385941483,-0.017647182550533203,0.5270844397238449,1.093041391721656,0.2928823090407346,-0.5758073344280241,-0.0007098351605016197,0.16079414554817725,4400000293
2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,UPC
-0.021741960682202834,0.012415564646560745,0.03261442552313722,-0.015701167668064845,0.07174371223830266,-0.03815921507414427,0.008648541179979125,-0.01120217714629284,-0.0028456030842665663,-0.027453957237614995,0.0002576729271644538,0.02981029810298103,0.0229014598540146,-0.008966830661799713,0.04298561151079137,0.02211935857166474,-0.001347730015201141,-0.011582017844886758,0.02657522503214745,0.08089794413201809,0.012976480129764802,0.013681873782449144,-0.033091687638508054,-0.05039787798408489,-0.06380847637377746,-0.018850987432675038,4171623221
-0.013394829871851534,0.058509454949944396,-0.03588709677419355,0.03159065628476085,-0.06451612903225806,0.016935483870967737,0.021579532814238037,0.11370967741935488,0.042491657397107904,0.023995326127780322,0.04274193548387097,0.04241926655719758,0.01610886256370262,-0.04493882091212459,-0.028001765744555627,0.02501239874359398,-0.04798387096774194,0.0625,-0.00022246941045605913,-0.004838709677419351,0.009998435299640113,0.02679130325919124,-0.0346774193548387,-0.08894362342638204,-0.059274193548387116,0.040692817811418536,5000035022
-0.0242055502057253,-0.0016250253910217425,0.011330214839920442,0.0002777323966672104,0.06945812807881774,-0.05304485840781889,-0.026024220561710908,-0.03651050080775444,-0.0028803854479435877,-0.10383327130628955,0.015229631639644525,0.08155376718839112,0.17320886289506243,-0.121482683982684,0.018026565464895637,0.0,0.011077235772357715,0.06515208411565901,-0.09588431590656285,0.019712825504989047,-0.10228452751817238,-0.07227809539707052,-0.008845374746792704,-0.150898354064581,-0.01798186951998811,-0.22892102335928816,23977300000
-0.13032173677242348,-0.03678388561491645,-0.12255079825834543,N/A,N/A,N/A,-0.39473684210526316,0.07398757644339578,-0.019086383762822824,0.08892481810832659,-0.0578731407078133,0.37427844329960896,0.13146801881605474,-0.2595842075147817,N/A,N/A,N/A,N/A,0.12921348314606743,-0.025542784163473817,0.08086664632285627,0.11259706643658321,0.25774278215223095,0.3301723391357062,-0.3596774193548387,-0.07604750907291324,2467651987
0.03830184762300186,-0.008975609756097564,-0.015087093677136199,0.028043632716178372,0.0023623375892907364,-0.02993726673548797,0.004684691575203644,0.0023144219345481477,0.003333333333333332,0.02007036161254975,-0.004072673419194458,0.0020846527337977667,-0.09724957555178271,-0.04351830932063469,-0.04159023845601722,-0.019380740569580036,0.037476635514018704,0.005567558584011968,0.00850811238622873,-0.014233066463337146,-0.012742768171761041,-0.001739254741256074,-0.003561253561253559,-0.0021910757138385527,-0.020486688851913473,0.011183261183261179,60469500003
-0.006028471818710055,0.009216909216909222,0.000471304789181742,0.012487992315081652,0.01693548387096775,-0.014262404941580955,-0.02660098522167489,-0.01319098011268136,-0.032511427283847295,-0.017875603032391454,-0.009831300115950549,0.0038314176245210726,-0.008055235903337175,0.016254539166522565,0.011212624584717607,0.015417256011315416,-0.002024746906636668,0.02319428521033601,0.0024933887419720437,-0.013760039848079199,-0.0036929761042722624,0.02174637560406599,-0.016778523489932883,-0.023362112747587607,-0.00424143556280587,0.011723116113436094,60458000122
-0.03641669453141624,-0.014814814814814815,0.04224201538948034,0.035513643659711075,0.013526119402985072,-0.04721991401423461,-0.009508983832851942,-0.02790139153775518,-0.029018747506980455,0.05828220858895705,-0.006466374850775964,-0.019977103606182024,-0.010562984605011802,-0.016891639012949426,0.026153346328784927,0.009178114637612506,-0.016269841269841274,-0.04013058364519469,0.01876924864896275,-0.01576086956521739,-0.00589512876202296,0.009453781512605036,-0.014122963939365404,0.02813668820129208,0.0009936270814774235,0.02227014562070291,2210000171
-0.02982072584171403,0.019175820687027743,-0.07963284544777971,0.013335555925987664,-0.024092757114892338,0.008565310492505354,-0.10016242555495397,0.03746978243352135,-0.029603919967333615,0.11490565241251216,-0.005729877216916784,0.014576231338897381,0.03419253024723829,-0.006579830804350744,-0.045807942845135535,-0.016672196416721966,0.012969047207331835,-0.006076975016880486,0.04685042062786403,0.0036809815950920232,-0.07577937649880094,0.08434811752876774,-0.06406852248394004,-0.009009009009009007,0.021517553793884484,0.03919597989949749,7675018657
-0.057363013698630144,-0.33325917686318135,0.47701612903225804,0.4404894327030032,-0.21008064516129027,-0.17338709677419353,-0.2771968854282536,0.12797674990240165,0.13450742405428565,-0.09072319826399032,-0.28588709677419355,0.348471940057234,0.0007316729984522284,0.03873315781322595,0.03629032258064518,0.020912124582869868,-0.24153225806451614,0.05887096774193546,-0.435817575083426,0.02104371445091369,0.10985221674876847,0.13903766538316784,-0.20146828225231644,0.24695459579180512,-0.0975806451612903,0.40279052689553896,7800008216
0.0022737063807381167,-0.09795007439246158,0.5992303913541837,-0.08724419141406373,-0.6029987148364983,0.14581303769157944,-1.1666998473687704,0.0338095238095238,0.8750936641412034,0.016812460783228147,0.005674152111634775,-0.019536019536019533,0.4808572497769079,-0.1595410307872912,0.4791692194583997,0.6728913787737318,-0.47126350201117806,0.2978201919065499,-0.27425033385941483,-0.017647182550533203,0.5270844397238449,1.093041391721656,0.2928823090407346,-0.5758073344280241,-0.0007098351605016197,0.16079414554817725,4400000293
